,FileName,frustrated,angry,sad,disgust,fear,neutral,surprise,happy,EmoAct,EmoVal,SpkrID,Gender,Split_Set,dominant_emotion
419,Ses01F_script03_2_F007.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.625,1,Female,Train,ambiguous
434,Ses01M_impro01_M010.wav,0.38375,0.195,0.00625,0.00625,0.00625,0.38375,0.00625,0.0125,0.5,0.25,1,Male,Train,ambiguous
445,Ses01F_impro02_M012.wav,0.00625,0.00625,0.478125,0.00625,0.00625,0.478125,0.00625,0.0125,0.25,0.25,1,Male,Train,ambiguous
480,Ses01F_script01_2_M005.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.375,0.5,1,Male,Train,ambiguous
486,Ses01M_impro05_F008.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.41666675,0.33333325,1,Female,Train,ambiguous
490,Ses01M_impro01_F009.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.41666675,0.41666675,1,Female,Train,ambiguous
492,Ses01F_script01_3_F032.wav,0.00625,0.00625,0.478125,0.00625,0.00625,0.478125,0.00625,0.0125,0.08333325000000003,0.33333325,1,Female,Train,ambiguous
494,Ses01F_script01_2_F001.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.25,0.375,1,Female,Train,ambiguous
499,Ses01F_script01_3_F025.wav,0.00625,0.00625,0.478125,0.00625,0.00625,0.478125,0.00625,0.0125,0.16666674999999997,0.33333325,1,Female,Train,ambiguous
502,Ses01F_script03_2_F033.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.25,0.5,1,Female,Train,ambiguous
507,Ses01F_impro04_F020.wav,0.320833,0.320833,0.00625,0.163542,0.00625,0.163542,0.00625,0.0125,0.5,0.25,1,Female,Train,ambiguous
508,Ses01M_script01_3_M013.wav,0.00625,0.00625,0.320833,0.00625,0.320833,0.320833,0.00625,0.0125,0.5,0.5,1,Male,Train,ambiguous
519,Ses01M_impro01_M024.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.66666675,0.16666674999999997,1,Male,Train,ambiguous
522,Ses01F_impro02_F006.wav,0.00625,0.195,0.38375,0.00625,0.00625,0.38375,0.00625,0.0125,0.41666675,0.41666675,1,Female,Train,ambiguous
533,Ses01M_impro02_F011.wav,0.00625,0.00625,0.478125,0.00625,0.478125,0.00625,0.00625,0.0125,0.58333325,0.25,1,Female,Train,ambiguous
537,Ses01M_script03_2_M011.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.5,1,Male,Train,ambiguous
540,Ses01M_script02_1_F000.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.5,1,Female,Train,ambiguous
544,Ses01F_impro06_F010.wav,0.00625,0.00625,0.38375,0.195,0.00625,0.38375,0.00625,0.0125,0.33333325,0.25,1,Female,Train,ambiguous
545,Ses01F_impro02_F018.wav,0.00625,0.00625,0.478125,0.00625,0.00625,0.478125,0.00625,0.0125,0.41666675,0.41666675,1,Female,Train,ambiguous
550,Ses01F_script01_1_F006.wav,0.320833,0.00625,0.00625,0.320833,0.00625,0.320833,0.00625,0.0125,0.33333325,0.16666674999999997,1,Female,Train,ambiguous
553,Ses01M_script03_2_F009.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.25,1,Female,Train,ambiguous
554,Ses01F_script02_1_M006.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.0125,0.375,0.25,1,Male,Train,ambiguous
572,Ses01M_script03_2_M008.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.320833,0.0125,0.625,0.25,1,Male,Train,ambiguous
574,Ses01M_impro02_F001.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.320833,0.0125,0.66666675,0.25,1,Female,Train,ambiguous
578,Ses01M_impro02_M024.wav,0.00625,0.00625,0.478125,0.00625,0.478125,0.00625,0.00625,0.0125,0.25,0.08333325000000003,1,Male,Train,ambiguous
584,Ses01F_impro02_F003.wav,0.00625,0.00625,0.38375,0.00625,0.195,0.38375,0.00625,0.0125,0.33333325,0.25,1,Female,Train,ambiguous
595,Ses01M_impro01_M019.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.16666674999999997,1,Male,Train,ambiguous
604,Ses01M_script03_2_F032.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.625,0.375,1,Female,Train,ambiguous
607,Ses01M_script01_1_M039.wav,0.320833,0.320833,0.320833,0.00625,0.00625,0.00625,0.00625,0.0125,0.25,0.41666675,1,Male,Train,ambiguous
611,Ses01F_script01_3_M034.wav,0.478125,0.00625,0.478125,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.16666674999999997,1,Male,Train,ambiguous
623,Ses01F_script02_2_F014.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.25,1,Female,Train,ambiguous
628,Ses01F_script02_2_M030.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.375,1,Male,Train,ambiguous
630,Ses01M_impro06_F009.wav,0.00625,0.00625,0.478125,0.00625,0.00625,0.478125,0.00625,0.0125,0.58333325,0.41666675,1,Female,Train,ambiguous
643,Ses01M_script02_1_M006.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.5,1,Male,Train,ambiguous
644,Ses01F_impro04_M035.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.58333325,0.33333325,1,Male,Train,ambiguous
656,Ses01F_script01_1_F018.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.41666675,0.41666675,1,Female,Train,ambiguous
669,Ses01M_script03_2_F012.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.25,1,Female,Train,ambiguous
672,Ses01M_script01_1_F038.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.41666675,0.33333325,1,Female,Train,ambiguous
677,Ses01F_impro02_M004.wav,0.478125,0.00625,0.478125,0.00625,0.00625,0.00625,0.00625,0.0125,0.41666675,0.25,1,Male,Train,ambiguous
696,Ses01M_impro05_M013.wav,0.410714,0.410714,0.00625,0.141071,0.00625,0.00625,0.00625,0.0125,1.0,0.08333325000000003,1,Male,Train,ambiguous
697,Ses01M_impro05_M022.wav,0.38375,0.38375,0.00625,0.00625,0.00625,0.195,0.00625,0.0125,0.75,0.16666674999999997,1,Male,Train,ambiguous
710,Ses01M_impro01_F026.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.41666675,1,Female,Train,ambiguous
713,Ses01M_script02_1_M033.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.478125,0.0125,0.5,0.5,1,Male,Train,ambiguous
744,Ses01F_script02_2_F002.wav,0.00625,0.00625,0.00625,0.478125,0.00625,0.478125,0.00625,0.0125,0.375,0.375,1,Female,Train,ambiguous
746,Ses01M_script01_3_F028.wav,0.00625,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.375,1,Female,Train,ambiguous
758,Ses01M_script01_2_F010.wav,0.478125,0.00625,0.478125,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.25,1,Female,Train,ambiguous
788,Ses01M_script01_1_M033.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.41666675,1,Male,Train,ambiguous
802,Ses01M_impro01_F018.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.58333325,0.41666675,1,Female,Train,ambiguous
809,Ses01F_script02_2_F039.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.478125,0.0125,0.625,0.25,1,Female,Train,ambiguous
815,Ses01M_impro01_F028.wav,0.242188,0.242188,0.00625,0.00625,0.00625,0.242188,0.242188,0.0125,0.5,0.25,1,Female,Train,ambiguous
820,Ses01F_script01_3_F027.wav,0.00625,0.00625,0.478125,0.00625,0.00625,0.478125,0.00625,0.0125,0.33333325,0.33333325,1,Female,Train,ambiguous
841,Ses01F_impro04_M029.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.58333325,0.41666675,1,Male,Train,ambiguous
852,Ses01M_script01_3_F027.wav,0.00625,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.375,1,Female,Train,ambiguous
914,Ses01F_script01_2_F002.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.375,1,Female,Train,ambiguous
928,Ses01M_script02_1_F015.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.375,1,Female,Train,ambiguous
944,Ses01F_impro02_M015.wav,0.00625,0.00625,0.478125,0.00625,0.00625,0.478125,0.00625,0.0125,0.41666675,0.41666675,1,Male,Train,ambiguous
956,Ses01M_impro05_M020.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.25,1,Male,Train,ambiguous
960,Ses01F_script03_2_F011.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.25,1,Female,Train,ambiguous
966,Ses01F_script03_2_F020.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.125,1,Female,Train,ambiguous
975,Ses01F_impro06_M001.wav,0.00625,0.00625,0.478125,0.00625,0.00625,0.478125,0.00625,0.0125,0.5,0.33333325,1,Male,Train,ambiguous
982,Ses01M_impro02_F005.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.16666674999999997,1,Female,Train,ambiguous
1002,Ses01F_impro06_F006.wav,0.00625,0.00625,0.478125,0.00625,0.00625,0.478125,0.00625,0.0125,0.5,0.58333325,1,Female,Train,ambiguous
1004,Ses01M_script02_2_F027.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.25,0.375,1,Female,Train,ambiguous
1016,Ses01F_script02_2_F028.wav,0.478125,0.00625,0.478125,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.375,1,Female,Train,ambiguous
1030,Ses01F_script01_2_M000.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.320833,0.0125,0.375,0.375,1,Male,Train,ambiguous
1045,Ses01M_script02_1_F003.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.25,1,Female,Train,ambiguous
1052,Ses01F_script01_2_F000.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.375,1,Female,Train,ambiguous
1066,Ses01M_impro05_M019.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.0125,0.5,0.16666674999999997,1,Male,Train,ambiguous
1068,Ses01M_script01_1_F033.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.33333325,0.5,1,Female,Train,ambiguous
1071,Ses01M_impro01_M014.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.5,1,Male,Train,ambiguous
1079,Ses01M_script01_1_F018.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.41666675,0.33333325,1,Female,Train,ambiguous
1083,Ses01M_script02_1_F006.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.25,0.5,1,Female,Train,ambiguous
1091,Ses01M_script01_2_F006.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.125,1,Female,Train,ambiguous
1100,Ses01M_impro05_F035.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.41666675,0.33333325,1,Female,Train,ambiguous
1101,Ses01M_script03_2_M005.wav,0.320833,0.00625,0.00625,0.320833,0.00625,0.320833,0.00625,0.0125,0.625,0.25,1,Male,Train,ambiguous
1107,Ses01F_script02_2_F011.wav,0.320833,0.320833,0.00625,0.320833,0.00625,0.00625,0.00625,0.0125,0.75,0.25,1,Female,Train,ambiguous
1141,Ses01F_script02_1_F018.wav,0.320833,0.00625,0.00625,0.320833,0.00625,0.320833,0.00625,0.0125,0.25,0.375,1,Female,Train,ambiguous
1143,Ses01F_script03_2_F010.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.25,1,Female,Train,ambiguous
1157,Ses01M_impro01_F002.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.41666675,1,Female,Train,ambiguous
1172,Ses01M_script02_1_M008.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.320833,0.0125,0.625,0.5,1,Male,Train,ambiguous
1176,Ses01M_script02_2_M007.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.320833,0.0125,0.375,0.375,1,Male,Train,ambiguous
1180,Ses01M_script03_2_M007.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.625,0.25,1,Male,Train,ambiguous
1183,Ses01F_impro06_F019.wav,0.00625,0.00625,0.478125,0.00625,0.00625,0.478125,0.00625,0.0125,0.25,0.33333325,1,Female,Train,ambiguous
1225,Ses01F_script01_1_F013.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.8333332499999999,0.33333325,1,Female,Train,ambiguous
1227,Ses01M_impro01_M033.wav,0.38375,0.38375,0.00625,0.195,0.00625,0.00625,0.00625,0.0125,0.66666675,0.0,1,Male,Train,ambiguous
1235,Ses01M_script03_2_M010.wav,0.320833,0.320833,0.00625,0.320833,0.00625,0.00625,0.00625,0.0125,0.25,0.25,1,Male,Train,ambiguous
1237,Ses01F_impro04_M007.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.478125,0.478125,0.0125,0.5,0.58333325,1,Male,Train,ambiguous
1242,Ses01F_impro04_F007.wav,0.320833,0.163542,0.00625,0.00625,0.00625,0.320833,0.00625,0.169792,0.66666675,0.41666675,1,Female,Train,ambiguous
1246,Ses01M_impro05_M021.wav,0.38375,0.38375,0.00625,0.00625,0.00625,0.195,0.00625,0.0125,0.75,0.16666674999999997,1,Male,Train,ambiguous
1247,Ses01M_script01_2_F002.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.375,1,Female,Train,ambiguous
1250,Ses01M_impro01_M004.wav,0.242188,0.00625,0.00625,0.00625,0.242188,0.242188,0.242188,0.0125,0.41666675,0.33333325,1,Male,Train,ambiguous
1252,Ses01F_script02_1_F016.wav,0.320833,0.320833,0.00625,0.320833,0.00625,0.00625,0.00625,0.0125,0.125,0.25,1,Female,Train,ambiguous
1259,Ses01F_script03_2_M008.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.25,1,Male,Train,ambiguous
1260,Ses01M_impro05_M027.wav,0.38375,0.38375,0.00625,0.195,0.00625,0.00625,0.00625,0.0125,0.66666675,0.16666674999999997,1,Male,Train,ambiguous
1277,Ses01F_script01_3_M031.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.41666675,0.25,1,Male,Train,ambiguous
1290,Ses01F_script03_2_M017.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.25,0.375,1,Male,Train,ambiguous
1293,Ses01F_script01_1_F036.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.0125,0.75,0.5,1,Female,Train,ambiguous
1295,Ses01F_impro02_M003.wav,0.38375,0.195,0.38375,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.25,1,Male,Train,ambiguous
1298,Ses01F_script02_2_M005.wav,0.00625,0.00625,0.320833,0.00625,0.00625,0.320833,0.320833,0.0125,0.375,0.5,1,Male,Train,ambiguous
1306,Ses01F_script01_3_F023.wav,0.00625,0.00625,0.00625,0.00625,0.478125,0.478125,0.00625,0.0125,0.33333325,0.25,1,Female,Train,ambiguous
1308,Ses01M_script01_1_F013.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.33333325,0.41666675,1,Female,Train,ambiguous
1311,Ses01F_impro01_F014.wav,0.163542,0.163542,0.00625,0.320833,0.00625,0.320833,0.00625,0.0125,0.66666675,0.33333325,1,Female,Train,ambiguous
1315,Ses01F_script01_2_M016.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.375,1,Male,Train,ambiguous
1316,Ses01M_script02_1_F004.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.25,1,Female,Train,ambiguous
1331,Ses01F_script02_1_F022.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.375,1,Female,Train,ambiguous
1350,Ses01F_script01_1_F008.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.320833,0.0125,0.33333325,0.25,1,Female,Train,ambiguous
1362,Ses01F_script02_1_F011.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.25,0.25,1,Female,Train,ambiguous
1383,Ses01M_script02_2_F018.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.125,1,Female,Train,ambiguous
1387,Ses01M_impro04_M017.wav,0.38375,0.195,0.00625,0.00625,0.00625,0.00625,0.38375,0.0125,0.58333325,0.25,1,Male,Train,ambiguous
1389,Ses01M_impro05_M001.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.16666674999999997,1,Male,Train,ambiguous
1398,Ses01M_impro02_M006.wav,0.478125,0.00625,0.478125,0.00625,0.00625,0.00625,0.00625,0.0125,0.25,0.16666674999999997,1,Male,Train,ambiguous
1401,Ses01M_script03_2_M020.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.375,1,Male,Train,ambiguous
1428,Ses01M_impro05_F009.wav,0.38375,0.195,0.00625,0.00625,0.00625,0.38375,0.00625,0.0125,0.58333325,0.33333325,1,Female,Train,ambiguous
1436,Ses01M_impro06_F010.wav,0.00625,0.00625,0.478125,0.00625,0.00625,0.478125,0.00625,0.0125,0.5,0.41666675,1,Female,Train,ambiguous
1437,Ses01F_impro02_M007.wav,0.320833,0.320833,0.163542,0.163542,0.00625,0.00625,0.00625,0.0125,0.5,0.16666674999999997,1,Male,Train,ambiguous
1439,Ses01F_impro06_M007.wav,0.00625,0.00625,0.478125,0.00625,0.00625,0.478125,0.00625,0.0125,0.16666674999999997,0.41666675,1,Male,Train,ambiguous
1441,Ses01F_impro04_F002.wav,0.38375,0.00625,0.00625,0.195,0.00625,0.38375,0.00625,0.0125,0.58333325,0.33333325,1,Female,Train,ambiguous
1446,Ses01F_script01_1_F017.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.25,1,Female,Train,ambiguous
1447,Ses01M_script03_2_F020.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.25,1,Female,Train,ambiguous
1458,Ses01M_script01_1_F009.wav,0.00625,0.320833,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.41666675,0.25,1,Female,Train,ambiguous
1469,Ses01M_impro01_F003.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.41666675,1,Female,Train,ambiguous
1476,Ses01F_script02_2_M028.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.5,0.375,1,Male,Train,ambiguous
1482,Ses01M_script03_2_F018.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.375,1,Female,Train,ambiguous
1490,Ses01F_script02_1_F002.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.320833,0.0125,0.25,0.25,1,Female,Train,ambiguous
