,Unnamed: 0,FileName,dominant_emotion,EmoAct,EmoVal,Gender,Split_Set,Corpus
86366,86366,MSP-PODCAST_2714_0228.wav,angry,0.7000000000000001,0.2333333333333333,Male,Development,MSP-PODCAST
74953,74953,Ses05M_script03_2_M028.wav,angry,0.75,0.125,Male,Development,IEMOCAP
77224,77224,MSP-PODCAST_0396_2281.wav,angry,0.75,0.2916666666666667,Male,Development,MSP-PODCAST
89650,89650,MSP-PODCAST_3830_0351_0005.wav,angry,0.6333333333333333,0.1666666666666666,Female,Development,MSP-PODCAST
89199,89199,MSP-PODCAST_3718_0257_0001.wav,angry,0.9,0.2333333333333333,Male,Development,MSP-PODCAST
90461,90461,MSP-PODCAST_4042_0109_0001.wav,angry,0.9333333333333332,0.0333333333333333,Female,Development,MSP-PODCAST
90543,90543,MSP-PODCAST_4098_0096.wav,angry,0.5,0.3666666666666667,Male,Development,MSP-PODCAST
80770,80770,MSP-PODCAST_1659_0079_0001.wav,angry,0.6666666666666666,0.4666666666666666,Male,Development,MSP-PODCAST
76222,76222,MSP-PODCAST_0133_0407.wav,angry,0.7916666666666666,0.3,Male,Development,MSP-PODCAST
84537,84537,MSP-PODCAST_2421_1144.wav,angry,0.9,0.1,Female,Development,MSP-PODCAST
84907,84907,MSP-PODCAST_2422_0715_0000.wav,angry,0.7000000000000001,0.3,Female,Development,MSP-PODCAST
91057,91057,MSP-PODCAST_4265_1147_0002.wav,angry,0.7000000000000001,0.3,Male,Development,MSP-PODCAST
90262,90262,MSP-PODCAST_3965_1857_0004.wav,angry,0.6666666666666666,0.2666666666666666,Male,Development,MSP-PODCAST
76365,76365,MSP-PODCAST_0133_0702.wav,angry,0.8921568333333334,0.1176469999999999,Male,Development,MSP-PODCAST
83405,83405,MSP-PODCAST_2419_0572.wav,angry,0.9,0.0333333333333333,Female,Development,MSP-PODCAST
79422,79422,MSP-PODCAST_0913_0591.wav,angry,0.5499999999999999,0.2666666666666666,Male,Development,MSP-PODCAST
76839,76839,MSP-PODCAST_0261_0322.wav,angry,0.6333333333333333,0.1666666666666666,Female,Development,MSP-PODCAST
90020,90020,MSP-PODCAST_3913_0070.wav,angry,0.8333333333333334,0.2,Female,Development,MSP-PODCAST
90968,90968,MSP-PODCAST_4265_0648_0000.wav,angry,0.6333333333333333,0.3,Male,Development,MSP-PODCAST
79251,79251,MSP-PODCAST_0860_0034_0002.wav,angry,0.7333333333333334,0.2666666666666666,Female,Development,MSP-PODCAST
79265,79265,MSP-PODCAST_0860_0057_0002.wav,angry,0.8666666666666667,0.2333333333333333,Female,Development,MSP-PODCAST
83552,83552,MSP-PODCAST_2420_0171.wav,angry,0.5277778333333334,0.3333333333333333,Female,Development,MSP-PODCAST
81641,81641,MSP-PODCAST_2277_0949.wav,angry,0.6333333333333333,0.4333333333333333,Female,Development,MSP-PODCAST
89575,89575,MSP-PODCAST_3819_0483.wav,angry,0.7999999999999999,0.2666666666666666,Male,Development,MSP-PODCAST
82464,82464,MSP-PODCAST_2347_0366.wav,angry,0.6666666666666666,0.0,Female,Development,MSP-PODCAST
89131,89131,MSP-PODCAST_3705_0226.wav,angry,0.6333333333333333,0.4333333333333333,Female,Development,MSP-PODCAST
91192,91192,MSP-PODCAST_4353_0110_0000.wav,angry,0.7999999999999999,0.3666666666666667,Male,Development,MSP-PODCAST
83053,83053,MSP-PODCAST_2347_2457.wav,angry,0.6666666666666666,0.1666666666666666,Female,Development,MSP-PODCAST
76764,76764,MSP-PODCAST_0261_0091.wav,angry,0.5666666666666668,0.3666666666666667,Female,Development,MSP-PODCAST
76129,76129,MSP-PODCAST_0133_0215.wav,angry,0.7962963333333333,0.1851851666666667,Male,Development,MSP-PODCAST
86863,86863,MSP-PODCAST_2891_1704.wav,angry,0.6333333333333333,0.2666666666666666,Male,Development,MSP-PODCAST
89969,89969,MSP-PODCAST_3911_0922.wav,angry,0.6,0.3,Female,Development,MSP-PODCAST
84467,84467,MSP-PODCAST_2421_0987.wav,angry,0.6944445,0.0555555,Female,Development,MSP-PODCAST
74288,74288,Ses05M_script03_2_M025.wav,angry,0.5,0.625,Male,Development,IEMOCAP
88526,88526,MSP-PODCAST_3375_0040_0003.wav,angry,0.6,0.3,Male,Development,MSP-PODCAST
89247,89247,MSP-PODCAST_3728_0097.wav,angry,0.7333333333333334,0.3666666666666667,Male,Development,MSP-PODCAST
79295,79295,MSP-PODCAST_0860_0137_0009.wav,angry,0.8333333333333334,0.3333333333333333,Female,Development,MSP-PODCAST
83538,83538,MSP-PODCAST_2420_0143.wav,angry,0.8333333333333334,0.0666666666666666,Female,Development,MSP-PODCAST
83534,83534,MSP-PODCAST_2420_0132.wav,angry,1.0,0.0,Female,Development,MSP-PODCAST
84315,84315,MSP-PODCAST_2421_0655.wav,angry,0.9,0.1333333333333333,Female,Development,MSP-PODCAST
75299,75299,Ses05F_script01_2_M016.wav,angry,0.75,0.125,Male,Development,IEMOCAP
90983,90983,MSP-PODCAST_4265_0749_0003.wav,angry,0.7999999999999999,0.2,Male,Development,MSP-PODCAST
76245,76245,MSP-PODCAST_0133_0454.wav,angry,0.7555554999999999,0.2555555,Male,Development,MSP-PODCAST
83773,83773,MSP-PODCAST_2420_0620.wav,angry,0.4666666666666666,0.2333333333333333,Female,Development,MSP-PODCAST
76260,76260,MSP-PODCAST_0133_0479.wav,angry,0.8888888333333332,0.3333333333333333,Male,Development,MSP-PODCAST
91016,91016,MSP-PODCAST_4265_0892_0003.wav,angry,0.7666666666666666,0.3333333333333333,Male,Development,MSP-PODCAST
90022,90022,MSP-PODCAST_3913_0095.wav,angry,0.7333333333333334,0.1666666666666666,Female,Development,MSP-PODCAST
90132,90132,MSP-PODCAST_3918_0073.wav,angry,0.7666666666666666,0.1333333333333333,Female,Development,MSP-PODCAST
89934,89934,MSP-PODCAST_3911_0342.wav,angry,0.7333333333333334,0.2,Female,Development,MSP-PODCAST
78328,78328,MSP-PODCAST_0743_0022_0001.wav,angry,0.7222221666666666,0.3055555,Female,Development,MSP-PODCAST
89714,89714,MSP-PODCAST_3848_0563_0001.wav,angry,0.6666666666666666,0.2666666666666666,Male,Development,MSP-PODCAST
89630,89630,MSP-PODCAST_3830_0220.wav,angry,0.6666666666666666,0.2333333333333333,Female,Development,MSP-PODCAST
77298,77298,MSP-PODCAST_0399_0741.wav,angry,0.7368421666666666,0.2631578333333333,Female,Development,MSP-PODCAST
82787,82787,MSP-PODCAST_2347_1337.wav,angry,0.8333333333333334,0.1666666666666666,Female,Development,MSP-PODCAST
76089,76089,MSP-PODCAST_0133_0092.wav,angry,0.7333333333333334,0.1333333333333333,Male,Development,MSP-PODCAST
83362,83362,MSP-PODCAST_2419_0466.wav,angry,0.7000000000000001,0.2,Female,Development,MSP-PODCAST
91074,91074,MSP-PODCAST_4265_1233.wav,angry,0.6666666666666666,0.2333333333333333,Male,Development,MSP-PODCAST
81642,81642,MSP-PODCAST_2277_1076.wav,angry,0.6333333333333333,0.3999999999999999,Female,Development,MSP-PODCAST
83283,83283,MSP-PODCAST_2419_0330.wav,angry,0.8611111666666668,0.1944445,Female,Development,MSP-PODCAST
82340,82340,MSP-PODCAST_2347_0085.wav,angry,0.7000000000000001,0.1666666666666666,Female,Development,MSP-PODCAST
81651,81651,MSP-PODCAST_2277_1447.wav,angry,0.7333333333333334,0.2333333333333333,Female,Development,MSP-PODCAST
84838,84838,MSP-PODCAST_2422_0416.wav,angry,0.8888888333333332,0.1111111666666666,Female,Development,MSP-PODCAST
76183,76183,MSP-PODCAST_0133_0331.wav,angry,0.7685185,0.1388888333333333,Male,Development,MSP-PODCAST
79292,79292,MSP-PODCAST_0860_0137_0002.wav,angry,0.7999999999999999,0.1666666666666666,Female,Development,MSP-PODCAST
82003,82003,MSP-PODCAST_2336_1015.wav,angry,0.9,0.0666666666666666,Male,Development,MSP-PODCAST
91374,91374,MSP-PODCAST_4521_0086.wav,angry,0.7999999999999999,0.3666666666666667,Male,Development,MSP-PODCAST
83231,83231,MSP-PODCAST_2419_0208.wav,angry,1.0,0.1666666666666666,Female,Development,MSP-PODCAST
74605,74605,Ses05M_script01_1b_M020.wav,angry,0.875,0.0,Male,Development,IEMOCAP
83323,83323,MSP-PODCAST_2419_0401.wav,angry,0.9,0.0333333333333333,Female,Development,MSP-PODCAST
89169,89169,MSP-PODCAST_3718_0032.wav,angry,0.7000000000000001,0.1666666666666666,Female,Development,MSP-PODCAST
74376,74376,Ses05F_script01_1_M035.wav,angry,0.75,0.125,Male,Development,IEMOCAP
74496,74496,Ses05F_script03_2_F018.wav,angry,0.625,0.125,Female,Development,IEMOCAP
76268,76268,MSP-PODCAST_0133_0489.wav,angry,0.7916666666666666,0.2166666666666666,Male,Development,MSP-PODCAST
91079,91079,MSP-PODCAST_4265_1312.wav,angry,0.6666666666666666,0.2,Male,Development,MSP-PODCAST
89441,89441,MSP-PODCAST_3801_0486.wav,angry,0.6333333333333333,0.3333333333333333,Male,Development,MSP-PODCAST
82472,82472,MSP-PODCAST_2347_0376.wav,angry,0.8666666666666667,0.1,Female,Development,MSP-PODCAST
74643,74643,Ses05F_script01_2_F011.wav,angry,0.625,0.125,Female,Development,IEMOCAP
76285,76285,MSP-PODCAST_0133_0527.wav,angry,0.6,0.2666666666666666,Male,Development,MSP-PODCAST
86992,86992,MSP-PODCAST_2894_1095.wav,angry,0.6333333333333333,0.3,Male,Development,MSP-PODCAST
79226,79226,MSP-PODCAST_0860_0012_0005.wav,angry,0.6,0.3999999999999999,Female,Development,MSP-PODCAST
83587,83587,MSP-PODCAST_2420_0243.wav,angry,0.9333333333333332,0.0666666666666666,Female,Development,MSP-PODCAST
84764,84764,MSP-PODCAST_2422_0116.wav,angry,0.8055555,0.1388888333333333,Female,Development,MSP-PODCAST
76444,76444,MSP-PODCAST_0133_0999.wav,angry,0.7666666666666666,0.3166666666666666,Male,Development,MSP-PODCAST
90260,90260,MSP-PODCAST_3965_1715.wav,angry,0.6333333333333333,0.1666666666666666,Male,Development,MSP-PODCAST
90905,90905,MSP-PODCAST_4265_0199_0003.wav,angry,0.6,0.2666666666666666,Male,Development,MSP-PODCAST
84103,84103,MSP-PODCAST_2421_0122.wav,angry,0.8333333333333334,0.1333333333333333,Female,Development,MSP-PODCAST
84229,84229,MSP-PODCAST_2421_0429.wav,angry,0.8611111666666668,0.1666666666666666,Female,Development,MSP-PODCAST
84682,84682,MSP-PODCAST_2421_1505.wav,angry,0.8333333333333334,0.1333333333333333,Female,Development,MSP-PODCAST
83365,83365,MSP-PODCAST_2419_0473.wav,angry,0.8666666666666667,0.1333333333333333,Female,Development,MSP-PODCAST
76418,76418,MSP-PODCAST_0133_0813.wav,angry,0.8166666666666668,0.3666666666666667,Male,Development,MSP-PODCAST
76445,76445,MSP-PODCAST_0133_1000.wav,angry,0.7666666666666666,0.4333333333333333,Male,Development,MSP-PODCAST
82834,82834,MSP-PODCAST_2347_1460.wav,angry,0.6666666666666666,0.1666666666666666,Female,Development,MSP-PODCAST
91172,91172,MSP-PODCAST_4353_0082_0001.wav,angry,0.6333333333333333,0.2666666666666666,Male,Development,MSP-PODCAST
77673,77673,MSP-PODCAST_0651_0362.wav,angry,0.7333333333333334,0.5,Female,Development,MSP-PODCAST
86320,86320,MSP-PODCAST_2702_0637.wav,angry,0.6,0.2333333333333333,Male,Development,MSP-PODCAST
84861,84861,MSP-PODCAST_2422_0615.wav,angry,0.8333333333333334,0.1666666666666666,Female,Development,MSP-PODCAST
76487,76487,MSP-PODCAST_0133_1135.wav,angry,0.75,0.3166666666666666,Male,Development,MSP-PODCAST
83557,83557,MSP-PODCAST_2420_0188.wav,angry,0.7999999999999999,0.1,Female,Development,MSP-PODCAST
90062,90062,MSP-PODCAST_3914_0256.wav,angry,0.8666666666666667,0.1666666666666666,Female,Development,MSP-PODCAST
84297,84297,MSP-PODCAST_2421_0608.wav,angry,0.8333333333333334,0.0666666666666666,Female,Development,MSP-PODCAST
89335,89335,MSP-PODCAST_3771_0288_0002.wav,angry,0.7000000000000001,0.3666666666666667,Female,Development,MSP-PODCAST
85063,85063,MSP-PODCAST_2425_0556_0002.wav,angry,0.7333333333333334,0.3,Male,Development,MSP-PODCAST
88189,88189,MSP-PODCAST_3231_1139.wav,angry,0.4666666666666666,0.3333333333333333,Male,Development,MSP-PODCAST
83863,83863,MSP-PODCAST_2420_0778.wav,angry,0.8888888333333332,0.1111111666666666,Female,Development,MSP-PODCAST
83383,83383,MSP-PODCAST_2419_0529.wav,angry,0.75,0.1111111666666666,Female,Development,MSP-PODCAST
84177,84177,MSP-PODCAST_2421_0299.wav,angry,0.8611111666666668,0.2222221666666667,Female,Development,MSP-PODCAST
75802,75802,MSP-PODCAST_0015_0424.wav,angry,0.6666666666666666,0.2666666666666666,Female,Development,MSP-PODCAST
82614,82614,MSP-PODCAST_2347_0779.wav,angry,0.9,0.1,Female,Development,MSP-PODCAST
76748,76748,MSP-PODCAST_0261_0057.wav,angry,0.2666666666666666,0.2333333333333333,Female,Development,MSP-PODCAST
91012,91012,MSP-PODCAST_4265_0856_0002.wav,angry,0.7333333333333334,0.1666666666666666,Male,Development,MSP-PODCAST
82898,82898,MSP-PODCAST_2347_1839.wav,angry,0.9,0.1666666666666666,Female,Development,MSP-PODCAST
82528,82528,MSP-PODCAST_2347_0482.wav,angry,0.6333333333333333,0.1666666666666666,Female,Development,MSP-PODCAST
84435,84435,MSP-PODCAST_2421_0900.wav,angry,0.9,0.1333333333333333,Female,Development,MSP-PODCAST
86478,86478,MSP-PODCAST_2805_0416.wav,angry,0.7333333333333334,0.3,Male,Development,MSP-PODCAST
78324,78324,MSP-PODCAST_0743_0017_0001.wav,angry,0.8833333333333333,0.1,Female,Development,MSP-PODCAST
87052,87052,MSP-PODCAST_2911_0067.wav,angry,0.6,0.5,Male,Development,MSP-PODCAST
90059,90059,MSP-PODCAST_3914_0227.wav,angry,0.8333333333333334,0.1333333333333333,Female,Development,MSP-PODCAST
84464,84464,MSP-PODCAST_2421_0979.wav,angry,0.7666666666666666,0.1,Female,Development,MSP-PODCAST
82779,82779,MSP-PODCAST_2347_1325.wav,angry,0.9333333333333332,0.1,Female,Development,MSP-PODCAST
85783,85783,MSP-PODCAST_2535_0175.wav,angry,0.7999999999999999,0.2,Male,Development,MSP-PODCAST
85937,85937,MSP-PODCAST_2548_0171.wav,angry,0.6333333333333333,0.3999999999999999,Male,Development,MSP-PODCAST
88138,88138,MSP-PODCAST_3218_1060.wav,angry,0.7000000000000001,0.2666666666666666,Female,Development,MSP-PODCAST
90172,90172,MSP-PODCAST_3921_0390.wav,angry,0.7666666666666666,0.2333333333333333,Male,Development,MSP-PODCAST
84377,84377,MSP-PODCAST_2421_0773.wav,angry,0.8666666666666667,0.1333333333333333,Female,Development,MSP-PODCAST
85566,85566,MSP-PODCAST_2505_0252.wav,angry,0.6,0.3333333333333333,Male,Development,MSP-PODCAST
90060,90060,MSP-PODCAST_3914_0228.wav,angry,0.7999999999999999,0.2,Female,Development,MSP-PODCAST
84509,84509,MSP-PODCAST_2421_1094.wav,angry,0.8666666666666667,0.1,Female,Development,MSP-PODCAST
77853,77853,MSP-PODCAST_0663_1127.wav,angry,0.6666666666666666,0.5,Male,Development,MSP-PODCAST
90526,90526,MSP-PODCAST_4091_1496_0002.wav,angry,0.7333333333333334,0.3999999999999999,Female,Development,MSP-PODCAST
76197,76197,MSP-PODCAST_0133_0359.wav,angry,0.8636363333333333,0.2803029999999999,Male,Development,MSP-PODCAST
76799,76799,MSP-PODCAST_0261_0152.wav,angry,0.7166666666666667,0.3,Female,Development,MSP-PODCAST
76610,76610,MSP-PODCAST_0260_0050.wav,angry,0.6,0.2666666666666666,Male,Development,MSP-PODCAST
89702,89702,MSP-PODCAST_3848_0262_0000.wav,angry,0.6333333333333333,0.3666666666666667,Male,Development,MSP-PODCAST
90273,90273,MSP-PODCAST_3983_0507.wav,angry,0.3666666666666667,0.4333333333333333,Male,Development,MSP-PODCAST
77817,77817,MSP-PODCAST_0661_0072.wav,angry,0.7575758333333332,0.2727273333333333,Male,Development,MSP-PODCAST
90563,90563,MSP-PODCAST_4098_0226.wav,angry,0.5333333333333333,0.1666666666666666,Male,Development,MSP-PODCAST
90008,90008,MSP-PODCAST_3912_0202.wav,angry,0.5666666666666668,0.1,Female,Development,MSP-PODCAST
90881,90881,MSP-PODCAST_4265_0093.wav,angry,0.6333333333333333,0.1666666666666666,Male,Development,MSP-PODCAST
89516,89516,MSP-PODCAST_3813_1737_0000.wav,angry,0.5333333333333333,0.1666666666666666,Male,Development,MSP-PODCAST
81940,81940,MSP-PODCAST_2336_0609.wav,angry,0.7999999999999999,0.0666666666666666,Male,Development,MSP-PODCAST
77546,77546,MSP-PODCAST_0610_0030.wav,angry,0.5666666666666668,0.2333333333333333,Male,Development,MSP-PODCAST
90074,90074,MSP-PODCAST_3914_0496.wav,angry,0.7999999999999999,0.1666666666666666,Female,Development,MSP-PODCAST
75720,75720,Ses05F_script03_2_F035.wav,angry,0.375,0.25,Female,Development,IEMOCAP
74375,74375,Ses05F_script01_2_F014.wav,angry,0.625,0.25,Female,Development,IEMOCAP
83175,83175,MSP-PODCAST_2419_0094.wav,angry,0.8333333333333334,0.1666666666666666,Female,Development,MSP-PODCAST
80485,80485,MSP-PODCAST_1495_0741_0008.wav,angry,0.8333333333333334,0.0,Male,Development,MSP-PODCAST
83631,83631,MSP-PODCAST_2420_0325.wav,angry,0.5833333333333334,0.1666666666666666,Female,Development,MSP-PODCAST
86550,86550,MSP-PODCAST_2826_0265.wav,angry,0.6,0.2666666666666666,Male,Development,MSP-PODCAST
90081,90081,MSP-PODCAST_3914_0675.wav,angry,0.7333333333333334,0.2666666666666666,Female,Development,MSP-PODCAST
90418,90418,MSP-PODCAST_4016_0084_0001.wav,angry,0.7333333333333334,0.2333333333333333,Male,Development,MSP-PODCAST
76163,76163,MSP-PODCAST_0133_0299.wav,angry,0.7631578333333334,0.1842104999999999,Male,Development,MSP-PODCAST
84958,84958,MSP-PODCAST_2422_0829.wav,angry,0.7333333333333334,0.0666666666666666,Female,Development,MSP-PODCAST
91454,91454,MSP-PODCAST_4598_0066_0006.wav,angry,0.6,0.3666666666666667,Male,Development,MSP-PODCAST
83967,83967,MSP-PODCAST_2420_0976.wav,angry,0.8666666666666667,0.0666666666666666,Female,Development,MSP-PODCAST
83356,83356,MSP-PODCAST_2419_0453.wav,angry,0.4166666666666667,0.1666666666666666,Female,Development,MSP-PODCAST
82567,82567,MSP-PODCAST_2347_0621.wav,angry,0.7222221666666666,0.2222221666666667,Female,Development,MSP-PODCAST
75538,75538,Ses05F_script03_2_F027.wav,angry,0.25,0.375,Female,Development,IEMOCAP
89456,89456,MSP-PODCAST_3801_0570_0000.wav,angry,0.6666666666666666,0.1666666666666666,Male,Development,MSP-PODCAST
91235,91235,MSP-PODCAST_4355_0125_0001.wav,angry,0.6666666666666666,0.2333333333333333,Male,Development,MSP-PODCAST
75389,75389,Ses05M_script03_2_M031.wav,angry,0.75,0.125,Male,Development,IEMOCAP
91474,91474,MSP-PODCAST_4604_0077_0004.wav,angry,0.7333333333333334,0.2666666666666666,Male,Development,MSP-PODCAST
90960,90960,MSP-PODCAST_4265_0628_0001.wav,angry,0.6,0.3666666666666667,Male,Development,MSP-PODCAST
90103,90103,MSP-PODCAST_3916_0552.wav,angry,0.6333333333333333,0.2,Female,Development,MSP-PODCAST
90835,90835,MSP-PODCAST_4240_0881.wav,angry,0.5666666666666668,0.2666666666666666,Female,Development,MSP-PODCAST
81975,81975,MSP-PODCAST_2336_0822.wav,angry,0.8333333333333334,0.0,Male,Development,MSP-PODCAST
84239,84239,MSP-PODCAST_2421_0460.wav,angry,0.7777778333333334,0.1666666666666666,Female,Development,MSP-PODCAST
83279,83279,MSP-PODCAST_2419_0317.wav,angry,0.8333333333333334,0.0666666666666666,Female,Development,MSP-PODCAST
91098,91098,MSP-PODCAST_4276_0147.wav,angry,0.5666666666666668,0.2666666666666666,Female,Development,MSP-PODCAST
90279,90279,MSP-PODCAST_3983_0637_0000.wav,angry,0.7666666666666666,0.2666666666666666,Male,Development,MSP-PODCAST
77569,77569,MSP-PODCAST_0627_0047.wav,angry,0.5333333333333333,0.1,Female,Development,MSP-PODCAST
83223,83223,MSP-PODCAST_2419_0192.wav,angry,0.8666666666666667,0.1,Female,Development,MSP-PODCAST
77125,77125,MSP-PODCAST_0380_0424.wav,angry,0.8666666666666667,0.2,Female,Development,MSP-PODCAST
76751,76751,MSP-PODCAST_0261_0064.wav,angry,0.7000000000000001,0.5,Female,Development,MSP-PODCAST
82350,82350,MSP-PODCAST_2347_0106.wav,angry,0.9,0.1,Female,Development,MSP-PODCAST
82338,82338,MSP-PODCAST_2347_0082.wav,angry,0.7000000000000001,0.1666666666666666,Female,Development,MSP-PODCAST
87329,87329,MSP-PODCAST_2952_0241.wav,angry,0.6,0.3,Male,Development,MSP-PODCAST
76281,76281,MSP-PODCAST_0133_0522.wav,angry,0.7000000000000001,0.3166666666666666,Male,Development,MSP-PODCAST
75797,75797,MSP-PODCAST_0014_0574.wav,angry,0.8055555,0.2361111666666666,Female,Development,MSP-PODCAST
75810,75810,MSP-PODCAST_0015_0459.wav,angry,0.6666666666666666,0.2222221666666667,Female,Development,MSP-PODCAST
88012,88012,MSP-PODCAST_3169_0103.wav,angry,0.5666666666666668,0.3333333333333333,Male,Development,MSP-PODCAST
77687,77687,MSP-PODCAST_0652_0279.wav,angry,0.625,0.3333333333333333,Female,Development,MSP-PODCAST
89703,89703,MSP-PODCAST_3848_0271_0000.wav,angry,0.6666666666666666,0.2666666666666666,Male,Development,MSP-PODCAST
82703,82703,MSP-PODCAST_2347_1078.wav,angry,0.9666666666666668,0.1,Female,Development,MSP-PODCAST
91145,91145,MSP-PODCAST_4353_0053_0002.wav,angry,0.7000000000000001,0.2333333333333333,Male,Development,MSP-PODCAST
76329,76329,MSP-PODCAST_0133_0627.wav,angry,0.8157895000000001,0.1666666666666666,Male,Development,MSP-PODCAST
90064,90064,MSP-PODCAST_3914_0296.wav,angry,0.9,0.1333333333333333,Female,Development,MSP-PODCAST
84672,84672,MSP-PODCAST_2421_1480.wav,angry,0.7999999999999999,0.0333333333333333,Female,Development,MSP-PODCAST
83995,83995,MSP-PODCAST_2420_1040.wav,angry,0.8333333333333334,0.1666666666666666,Female,Development,MSP-PODCAST
84407,84407,MSP-PODCAST_2421_0845.wav,angry,0.7222221666666666,0.0277778333333333,Female,Development,MSP-PODCAST
81694,81694,MSP-PODCAST_2278_1535.wav,angry,0.7666666666666666,0.3,Female,Development,MSP-PODCAST
77790,77790,MSP-PODCAST_0654_0293.wav,angry,0.75,0.2222221666666667,Female,Development,MSP-PODCAST
84568,84568,MSP-PODCAST_2421_1221_0002.wav,angry,0.6666666666666666,0.2,Female,Development,MSP-PODCAST
89226,89226,MSP-PODCAST_3728_0038_0001.wav,angry,0.9,0.3666666666666667,Male,Development,MSP-PODCAST
87707,87707,MSP-PODCAST_3061_2577.wav,angry,0.6333333333333333,0.3,Male,Development,MSP-PODCAST
90923,90923,MSP-PODCAST_4265_0287.wav,angry,0.6666666666666666,0.3999999999999999,Male,Development,MSP-PODCAST
83372,83372,MSP-PODCAST_2419_0508.wav,angry,0.7777778333333334,0.1111111666666666,Female,Development,MSP-PODCAST
89223,89223,MSP-PODCAST_3728_0019_0006.wav,angry,0.9,0.3,Male,Development,MSP-PODCAST
85755,85755,MSP-PODCAST_2526_0563.wav,angry,0.6666666666666666,0.2333333333333333,Male,Development,MSP-PODCAST
85651,85651,MSP-PODCAST_2512_0704.wav,angry,0.6333333333333333,0.3,Male,Development,MSP-PODCAST
90977,90977,MSP-PODCAST_4265_0698_0000.wav,angry,0.6333333333333333,0.3666666666666667,Male,Development,MSP-PODCAST
91425,91425,MSP-PODCAST_4568_0131_0002.wav,angry,0.6666666666666666,0.2666666666666666,Female,Development,MSP-PODCAST
76325,76325,MSP-PODCAST_0133_0611.wav,angry,0.8529411666666666,0.1764706666666666,Male,Development,MSP-PODCAST
76766,76766,MSP-PODCAST_0261_0093.wav,angry,0.7666666666666666,0.3,Female,Development,MSP-PODCAST
76334,76334,MSP-PODCAST_0133_0643.wav,angry,0.6944445,0.2777778333333333,Male,Development,MSP-PODCAST
77497,77497,MSP-PODCAST_0601_0153.wav,angry,0.4333333333333333,0.3333333333333333,Male,Development,MSP-PODCAST
91182,91182,MSP-PODCAST_4353_0093_0001.wav,angry,0.6333333333333333,0.5,Male,Development,MSP-PODCAST
90035,90035,MSP-PODCAST_3914_0074.wav,angry,0.6,0.2666666666666666,Female,Development,MSP-PODCAST
88945,88945,MSP-PODCAST_3663_0016_0004.wav,angry,0.7333333333333334,0.1,Male,Development,MSP-PODCAST
86622,86622,MSP-PODCAST_2884_0286.wav,angry,0.3999999999999999,0.3333333333333333,Male,Development,MSP-PODCAST
89525,89525,MSP-PODCAST_3814_0121_0007.wav,angry,0.6666666666666666,0.1666666666666666,Male,Development,MSP-PODCAST
84929,84929,MSP-PODCAST_2422_0764_0000.wav,angry,0.6333333333333333,0.2333333333333333,Female,Development,MSP-PODCAST
90436,90436,MSP-PODCAST_4035_0217.wav,angry,0.5666666666666668,0.3999999999999999,Male,Development,MSP-PODCAST
89187,89187,MSP-PODCAST_3718_0188.wav,angry,0.7999999999999999,0.3,Male,Development,MSP-PODCAST
79656,79656,MSP-PODCAST_0974_2441.wav,angry,0.7000000000000001,0.3666666666666667,Male,Development,MSP-PODCAST
88770,88770,MSP-PODCAST_3566_0114_0003.wav,angry,0.6333333333333333,0.2666666666666666,Male,Development,MSP-PODCAST
80487,80487,MSP-PODCAST_1495_0741_0011.wav,angry,0.6333333333333333,0.4333333333333333,Male,Development,MSP-PODCAST
